FIPS-Code,Name,Population,All white Christians,White evangelical Protestant,White mainline Protestant,Black Protestant,White Catholic,Hispanic Catholic,Mormon,Other Christian,Jewish,Muslim,Buddhist,Hindu,Unaffiliated,Total
17143,"Ogle County, IL",51000,65,24,25,1,16,2,0,4,0,0,0,0,28,165
17145,"Peoria County, IL",179000,54,21,16,10,16,1,1,5,1,1,1,1,24,152
17147,"Perry County, IL",21000,77,41,23,1,13,0,0,3,0,0,0,0,18,176
17149,"Piatt County, IL",16000,72,29,31,0,11,0,1,2,0,0,0,0,25,171
17151,"Pike County, IL",16000,79,40,27,1,12,0,0,3,0,0,0,0,18,180
17153,"Pope County, IL",4200,78,36,28,0,14,0,0,3,0,0,0,0,18,177
17155,"Pulaski County, IL",5300,62,35,17,15,10,0,0,6,0,0,0,0,16,161
17157,"Putnam County, IL",5700,71,23,26,0,22,1,0,3,0,0,0,0,25,171
17159,"Randolph County, IL",32000,76,40,24,2,12,1,0,2,0,0,0,0,18,175
17161,"Richland County, IL",16000,77,40,23,1,14,0,0,3,0,0,0,0,19,177
17163,"Rock Island County, IL",142000,58,19,22,3,16,3,1,6,0,1,0,0,27,156
17165,"St. Clair County, IL",260000,49,14,17,19,17,2,1,5,0,1,0,0,24,149
17167,"Saline County, IL",23000,72,39,22,1,11,0,0,5,0,0,0,0,22,172
17169,"Sangamon County, IL",195000,57,18,22,9,17,1,0,6,0,1,0,0,25,156
17171,"Schuyler County, IL",6800,70,34,25,2,11,1,0,3,0,0,0,0,24,170
17173,"Scott County, IL",5000,80,40,28,1,12,0,0,3,0,0,0,0,17,181
17175,"Shelby County, IL",22000,75,42,24,0,9,0,0,2,0,0,0,0,22,174
17177,"Stark County, IL",5300,77,34,27,0,16,1,0,2,0,0,0,0,20,177
17179,"Stephenson County, IL",44000,68,23,22,5,23,0,0,4,0,0,0,0,23,168
17181,"Tazewell County, IL",132000,70,33,25,1,11,1,1,3,0,0,0,0,26,171
17183,"Union County, IL",17000,72,34,30,1,8,1,0,3,0,0,0,0,23,172
17185,"Vermilion County, IL",76000,62,32,24,5,5,2,1,5,0,0,0,0,25,161
17187,"Wabash County, IL",12000,78,38,26,1,14,0,0,4,0,0,0,0,17,178
17189,"Warren County, IL",17000,69,30,26,1,13,2,0,3,0,0,0,0,24,168
17191,"Washington County, IL",14000,76,34,27,0,15,0,0,3,0,0,0,0,21,176
17193,"Wayne County, IL",16000,82,45,28,1,9,0,0,3,0,0,0,0,15,183
17195,"White County, IL",14000,78,45,25,1,8,0,0,3,0,0,0,0,18,178
17197,"Whiteside County, IL",55000,63,23,25,0,14,3,1,3,0,0,0,0,31,163
17199,"Will County, IL",691000,54,11,16,7,26,6,1,4,1,1,0,1,24,152
17201,"Williamson County, IL",67000,69,34,22,2,13,0,0,4,0,0,0,0,24,168
17203,"Winnebago County, IL",283000,53,20,20,8,12,6,1,7,0,0,0,0,24,151
18001,"Woodford County, IL",38000,75,30,28,1,16,0,1,2,0,0,0,0,22,175
18003,"Adams County, IN",36000,72,45,20,0,6,0,1,3,0,0,0,0,23,170
18005,"Allen County, IN",379000,62,27,20,6,14,3,1,5,1,1,0,0,20,160
18007,"Bartholomew County, IN",84000,68,35,25,0,6,2,2,4,1,0,0,1,24,168
18009,"Benton County, IN",8700,75,37,27,0,11,1,0,2,0,0,0,0,22,175
18011,"Blackford County, IN",12000,71,43,23,0,5,0,0,3,0,0,0,0,26,171
18013,"Boone County, IN",68000,67,29,29,0,7,1,2,4,1,0,0,0,25,165
18015,"Brown County, IN",15000,70,30,26,0,14,0,0,2,0,0,0,0,27,169
18017,"Carroll County, IN",20000,72,39,26,0,7,0,0,3,0,0,0,0,24,171
18019,"Cass County, IN",38000,64,32,20,0,11,4,1,4,0,0,0,0,26,162
18021,"Clark County, IN",118000,68,27,25,3,15,1,1,5,0,0,0,0,24,169
18023,"Clay County, IN",26000,73,37,28,1,8,0,0,3,0,0,0,0,23,173
18025,"Clinton County, IN",32000,71,42,25,0,4,2,0,2,0,0,0,0,23,169
18027,"Crawford County, IN",11000,73,38,24,0,11,0,0,3,0,0,0,0,23,172
18029,"Daviess County, IN",33000,76,35,24,0,16,1,1,3,0,0,0,0,19,175
18031,"Dearborn County, IN",49000,75,34,28,1,13,0,0,2,0,0,0,0,22,175
18033,"Decatur County, IN",27000,74,34,24,1,16,0,0,2,0,0,0,0,23,174
18035,"DeKalb County, IN",43000,69,35,22,0,11,0,1,3,0,0,0,0,28,169
18037,"Delaware County, IN",114000,63,35,22,3,6,1,0,4,0,0,0,0,29,163
18039,"Dubois County, IN",43000,77,22,18,0,37,3,0,2,0,0,0,0,17,176
18041,"Elkhart County, IN",206000,66,38,19,3,8,4,1,4,1,0,0,0,20,164
18043,"Fayette County, IN",23000,74,41,27,1,5,0,1,4,0,0,0,0,21,174
18045,"Floyd County, IN",79000,66,30,21,3,15,2,0,4,0,0,0,0,25,166
18047,"Fountain County, IN",16000,72,41,28,0,3,0,0,2,0,0,0,0,24,170
18049,"Franklin County, IN",23000,77,33,25,0,19,0,0,2,0,0,0,0,20,176
18051,"Fulton County, IN",20000,70,39,26,0,5,2,0,4,0,0,0,0,23,169
18053,"Gibson County, IN",34000,78,37,24,1,17,0,0,3,0,0,0,0,18,178
18055,"Grant County, IN",66000,66,37,22,6,7,0,0,4,0,0,0,0,23,165
18057,"Greene County, IN",32000,73,45,23,0,5,0,0,4,0,0,0,0,23,173
18059,"Hamilton County, IN",338000,63,24,22,2,16,2,1,4,2,1,1,1,25,164
18061,"Hancock County, IN",78000,73,33,25,1,14,1,1,3,0,0,0,0,21,172
18063,"Harrison County, IN",41000,72,41,23,0,8,1,0,3,0,0,0,0,23,171
18065,"Hendricks County, IN",170000,67,33,23,3,10,0,1,4,0,0,0,0,26,167
18067,"Henry County, IN",48000,69,41,24,1,4,0,0,3,0,0,0,0,26,168
18069,"Howard County, IN",83000,71,40,22,5,8,0,1,4,0,0,0,0,19,170
18071,"Huntington County, IN",37000,70,33,27,0,10,0,0,4,0,0,0,0,25,169
18073,"Jackson County, IN",44000,71,38,28,0,5,2,0,4,0,0,0,0,22,170
18075,"Jasper County, IN",34000,71,37,24,0,10,2,0,3,0,0,0,0,22,169
18077,"Jay County, IN",20000,73,35,24,0,14,0,0,3,0,0,0,0,24,173
18079,"Jefferson County, IN",32000,71,35,27,1,9,1,0,3,0,0,0,0,23,170
18081,"Jennings County, IN",28000,76,43,25,0,8,0,0,2,0,0,0,0,22,176
18083,"Johnson County, IN",158000,66,34,23,1,8,1,1,5,0,0,0,0,25,164
18085,"Knox County, IN",37000,74,38,24,2,12,1,0,2,0,0,0,0,21,174
18087,"Kosciusko County, IN",79000,69,39,22,1,8,0,0,3,0,0,0,0,25,167
18089,"LaGrange County, IN",40000,69,32,19,0,17,2,1,5,1,0,0,0,23,169
18091,"Lake County, IN",485000,41,15,10,16,16,6,0,8,1,1,1,0,21,136
18093,"LaPorte County, IN",110000,61,24,20,4,17,3,0,4,0,0,0,0,26,159
18095,"Lawrence County, IN",45000,68,41,20,1,7,0,0,4,0,0,0,0,28,169
18097,"Madison County, IN",130000,62,29,23,4,10,2,0,5,1,0,0,0,26,162
18099,"Marion County, IN",965000,42,16,15,16,10,5,1,6,1,1,1,0,28,142
18101,"Marshall County, IN",46000,71,33,21,0,16,1,1,4,0,0,0,0,25,172
18103,"Martin County, IN",10000,76,41,24,0,11,0,0,4,0,0,0,0,20,176
18105,"Miami County, IN",36000,72,42,19,0,10,1,1,3,0,0,0,0,23,171
18107,"Monroe County, IN",148000,46,23,17,2,6,0,0,5,2,1,1,0,41,144
18109,"Montgomery County, IN",38000,69,34,28,2,6,2,1,4,0,0,0,0,23,169
18111,"Morgan County, IN",70000,72,36,27,1,9,2,0,3,0,0,0,0,22,172
18113,"Newton County, IN",14000,72,37,26,0,9,1,0,3,0,0,0,0,22,170
18115,"Noble County, IN",48000,68,38,22,1,8,4,0,2,0,0,0,0,23,166
18117,"Ohio County, IN",5900,78,33,27,0,18,0,0,3,0,0,0,0,20,179
18119,"Orange County, IN",20000,72,42,24,0,5,0,1,5,0,0,0,0,22,171
18121,"Owen County, IN",21000,68,40,25,0,3,0,0,4,0,0,0,0,28,168
18123,"Parke County, IN",17000,68,41,24,0,3,1,0,6,0,0,0,0,25,168
18125,"Perry County, IN",19000,74,30,25,0,19,0,0,3,0,0,0,0,23,174
18127,"Pike County, IN",12000,75,42,25,0,8,0,0,2,0,0,0,0,23,175
18129,"Porter County, IN",170000,63,23,23,2,17,2,0,6,1,0,1,0,23,161
18131,"Posey County, IN",25000,75,36,26,0,13,0,0,2,0,0,0,0,23,175
18133,"Pulaski County, IN",12000,76,40,25,0,11,0,0,4,0,0,0,0,19,175
18135,"Putnam County, IN",38000,74,37,25,0,12,0,0,3,0,0,0,0,22,173
18137,"Randolph County, IN",25000,73,38,25,0,10,0,0,2,0,0,0,0,24,172
18139,"Ripley County, IN",28000,74,32,27,0,15,1,0,3,0,0,0,0,21,173
18141,"Rush County, IN",17000,70,39,25,1,6,0,0,4,0,0,0,0,24,169
18143,"St. Joseph County, IN",272000,54,19,17,8,18,3,0,6,1,0,0,0,28,154
18145,"Scott County, IN",24000,71,38,23,1,10,0,0,2,0,0,0,0,26,171
18147,"Shelby County, IN",45000,71,35,27,1,9,2,0,4,0,0,0,0,21,170
18149,"Spencer County, IN",20000,78,31,27,0,20,1,0,2,0,0,0,0,19,178
18151,"Starke County, IN",23000,72,40,24,0,8,1,0,2,0,0,0,0,24,171
18153,"Steuben County, IN",35000,74,35,27,0,12,1,0,2,0,0,0,0,24,175
18155,"Sullivan County, IN",21000,72,43,25,1,4,0,0,2,0,0,0,0,26,173
18157,"Switzerland County, IN",11000,71,40,23,0,7,0,1,3,0,0,0,0,26,171
18159,"Tippecanoe County, IN",196000,53,22,19,4,11,2,1,4,1,0,1,1,34,153
18161,"Tipton County, IN",15000,76,41,26,0,9,0,0,3,0,0,0,0,20,175
18163,"Union County, IN",7100,77,42,29,1,5,0,1,3,0,0,0,0,20,178
18165,"Vanderburgh County, IN",181000,63,25,18,6,19,1,1,3,1,0,0,0,27,164
18167,"Vermillion County, IN",15000,72,39,25,0,8,0,0,2,0,0,0,0,25,171
18169,"Vigo County, IN",107000,60,32,18,4,9,1,1,4,0,0,0,0,30,159
18171,"Wabash County, IN",31000,76,46,25,0,5,0,0,3,0,0,0,0,21,176
18173,"Warren County, IN",8300,75,39,26,0,10,0,0,2,0,0,0,0,22,174
18175,"Warrick County, IN",63000,71,32,25,1,13,1,1,3,0,0,0,0,22,169
18177,"Washington County, IN",28000,72,43,25,0,4,0,0,4,0,0,0,0,23,171
18179,"Wayne County, IN",66000,69,35,23,2,11,0,0,4,0,0,0,0,23,167
18181,"Wells County, IN",28000,77,39,27,0,10,0,1,2,0,0,0,0,19,175
18183,"White County, IN",24000,72,36,23,0,13,2,0,3,0,0,0,0,21,170
19001,"Whitley County, IN",34000,75,36,27,0,12,0,0,3,0,0,0,0,22,175
19003,"Adair County, IA",7200,76,32,30,1,14,0,0,3,0,0,0,0,19,175
19005,"Adams County, IA",3600,81,38,33,0,10,0,0,1,0,0,0,0,18,181
19007,"Allamakee County, IA",14000,76,25,31,0,20,3,0,1,0,0,0,0,18,174
19009,"Appanoose County, IA",12000,75,37,30,0,8,0,0,3,0,0,0,0,21,174
19011,"Audubon County, IA",5500,79,32,31,0,16,0,0,1,0,0,0,0,20,179
19013,"Benton County, IA",26000,69,27,31,1,11,2,0,3,0,0,0,0,25,169
19015,"Black Hawk County, IA",131000,63,17,25,3,20,1,1,3,0,1,0,0,28,162
19017,"Boone County, IA",26000,69,25,30,0,14,1,0,3,0,0,0,0,26,168
19019,"Bremer County, IA",25000,74,27,31,0,15,1,1,1,0,0,0,0,24,174
19021,"Buchanan County, IA",21000,73,23,25,0,24,0,1,3,0,0,0,0,24,173
19023,"Buena Vista County, IA",20000,64,26,25,1,11,9,2,3,0,0,0,0,21,162
19025,"Butler County, IA",14000,75,40,27,0,8,0,0,1,0,0,0,0,23,174
19027,"Calhoun County, IA",9700,80,35,35,0,10,0,0,1,0,0,0,0,19,180
19029,"Carroll County, IA",20000,81,29,24,0,28,1,0,2,0,0,0,0,16,181
19031,"Cass County, IA",13000,78,32,32,0,14,0,0,3,0,0,0,0,18,177
19033,"Cedar County, IA",19000,75,26,30,0,19,0,0,2,0,0,0,0,23,175
19035,"Cerro Gordo County, IA",42000,70,22,30,0,18,1,0,3,0,0,0,0,25,169
19037,"Cherokee County, IA",11000,81,31,31,0,19,0,0,2,0,0,0,0,17,181
19039,"Chickasaw County, IA",12000,81,26,29,0,26,1,0,1,0,0,0,0,16,180
19041,"Clarke County, IA",9400,70,29,31,0,9,4,1,2,0,0,0,0,23,169
19043,"Clay County, IA",16000,78,33,29,0,16,0,0,2,0,0,0,0,18,176
19045,"Clayton County, IA",18000,80,27,35,0,18,0,0,1,0,0,0,0,19,180
19047,"Clinton County, IA",46000,72,25,28,1,19,0,0,3,0,0,0,0,24,172
19049,"Crawford County, IA",17000,67,24,25,0,18,11,0,2,0,0,0,0,18,165
19051,"Dallas County, IA",93000,61,19,24,0,16,3,2,3,0,1,0,1,29,159
19053,"Davis County, IA",9000,79,34,25,0,19,0,1,2,0,0,0,0,20,180
19055,"Decatur County, IA",7900,72,34,28,0,8,1,2,3,0,0,0,0,23,171
19057,"Delaware County, IA",17000,76,24,30,0,22,0,0,2,0,0,0,0,23,177
19059,"Des Moines County, IA",39000,70,24,30,1,16,0,0,3,0,0,0,0,25,169
19061,"Dickinson County, IA",17000,76,27,31,0,18,0,0,2,0,0,0,0,20,174
19063,"Dubuque County, IA",97000,72,8,19,1,45,1,0,3,0,0,0,0,23,172
19065,"Emmet County, IA",9200,76,29,31,0,16,2,0,2,0,0,0,0,19,175
19067,"Fayette County, IA",20000,75,23,25,0,27,1,0,2,0,0,0,0,22,175
19069,"Floyd County, IA",16000,77,28,29,0,20,0,0,2,0,0,0,0,21,177
19071,"Franklin County, IA",10000,76,25,30,0,20,3,1,2,0,0,0,0,20,177
19073,"Fremont County, IA",7000,77,33,32,0,12,0,0,2,0,0,0,0,20,176
19075,"Greene County, IA",8900,75,25,32,0,17,0,1,1,0,0,0,0,24,175
19077,"Grundy County, IA",12000,77,32,33,0,11,0,1,1,0,0,0,0,22,177
19079,"Guthrie County, IA",11000,77,30,29,0,17,0,1,1,0,0,0,0,21,176
19081,"Hamilton County, IA",15000,72,26,31,0,15,2,0,1,0,0,0,0,23,170
19083,"Hancock County, IA",11000,77,30,33,0,14,0,0,2,0,0,0,0,20,176
19085,"Hardin County, IA",17000,76,33,31,0,12,1,0,2,0,0,0,0,21,176
19087,"Harrison County, IA",14000,75,33,32,0,9,0,1,2,0,0,0,0,23,175
19089,"Henry County, IA",20000,69,36,28,1,4,1,1,3,0,0,0,0,26,169
19091,"Howard County, IA",9200,75,26,31,0,18,0,0,1,0,0,0,0,22,173
19093,"Humboldt County, IA",9600,78,30,34,1,14,1,0,2,0,0,0,0,19,179
19095,"Ida County, IA",6900,81,36,31,0,14,1,0,2,0,0,0,0,16,181
19097,"Iowa County, IA",16000,70,29,27,0,13,1,1,2,0,0,0,0,27,170
19099,"Jackson County, IA",19000,73,24,30,1,19,1,0,2,0,0,0,0,23,173
19101,"Jasper County, IA",37000,76,29,32,0,14,1,1,3,0,0,0,0,19,175
19103,"Jefferson County, IA",18000,58,23,25,0,9,1,1,5,1,0,0,0,34,157
19105,"Johnson County, IA",151000,48,12,21,4,13,2,2,3,1,1,1,1,39,148
19107,"Jones County, IA",21000,75,29,28,0,18,0,0,2,0,0,0,0,22,174
19109,"Keokuk County, IA",10000,80,34,30,0,16,0,0,2,0,0,0,0,18,180
19111,"Kossuth County, IA",15000,81,30,32,0,19,0,0,1,0,0,0,0,18,181
19113,"Lee County, IA",34000,69,26,22,0,21,0,0,3,0,0,0,0,29,170
19115,"Linn County, IA",227000,63,20,25,1,17,2,1,3,0,0,0,0,28,160
19117,"Louisa County, IA",11000,70,30,26,1,13,4,1,2,0,0,0,0,23,170
19119,"Lucas County, IA",8600,78,33,29,0,16,0,0,2,0,0,0,0,19,177
19121,"Lyon County, IA",12000,87,44,31,0,11,0,1,1,0,0,0,0,11,186
19123,"Madison County, IA",16000,73,31,27,0,14,2,1,2,0,0,0,0,23,173
19125,"Mahaska County, IA",22000,73,30,30,0,12,0,1,3,0,0,0,0,24,173
19127,"Marion County, IA",33000,73,32,30,0,10,0,1,3,0,0,0,0,23,172
19129,"Marshall County, IA",39000,64,25,24,0,14,8,1,2,0,0,0,0,24,162
19131,"Mills County, IA",15000,75,28,29,0,17,1,1,2,0,0,0,0,23,176
19133,"Mitchell County, IA",11000,79,29,30,0,20,0,0,2,0,0,0,0,19,179
19135,"Monona County, IA",8600,77,34,29,0,14,0,0,1,0,0,0,0,21,176
19137,"Monroe County, IA",7700,82,32,34,0,16,0,0,2,0,0,0,0,17,183
19139,"Montgomery County, IA",9900,79,39,29,0,11,1,0,3,0,0,0,0,17,179
19141,"Muscatine County, IA",43000,63,23,24,0,14,4,2,3,0,0,0,0,27,160
19143,"O'Brien County, IA",14000,82,39,34,0,9,1,0,1,0,0,0,0,16,182
19145,"Osceola County, IA",6000,82,38,31,0,13,1,0,2,0,0,0,0,15,182
19147,"Page County, IA",15000,75,35,29,0,11,0,0,2,0,0,0,0,22,174
19149,"Palo Alto County, IA",8900,81,30,30,0,21,1,0,1,0,0,0,0,17,181
19151,"Plymouth County, IA",25000,76,24,32,0,20,1,0,1,0,0,0,0,22,176
19153,"Pocahontas County, IA",6600,83,38,34,0,11,0,0,1,0,0,0,0,14,181
19155,"Polk County, IA",490000,58,23,22,3,12,4,1,4,1,1,0,0,28,157
19157,"Pottawattamie County, IA",93000,67,23,28,1,15,2,1,3,0,0,0,0,26,166
19159,"Poweshiek County, IA",19000,69,24,31,0,14,1,0,3,0,0,0,0,26,168
19161,"Ringgold County, IA",4900,78,33,36,0,8,1,1,1,0,0,0,0,21,179
19163,"Sac County, IA",9700,81,32,29,0,20,0,0,1,0,0,0,0,17,180
19165,"Scott County, IA",173000,58,17,24,3,16,3,1,4,1,0,0,0,28,155
19167,"Shelby County, IA",11000,83,34,29,0,20,0,0,2,0,0,0,0,15,183
19169,"Sioux County, IA",35000,81,45,29,0,6,5,1,1,0,0,0,0,12,180
19171,"Story County, IA",97000,62,20,26,0,14,1,2,3,1,1,0,1,32,163
19173,"Tama County, IA",17000,69,27,27,0,15,1,0,4,0,0,0,0,26,169
19175,"Taylor County, IA",6100,77,36,30,0,11,1,0,2,0,0,0,0,19,176
19177,"Union County, IA",12000,68,26,27,0,14,1,1,2,0,0,0,0,29,168
19179,"Van Buren County, IA",7000,73,35,26,0,11,0,1,2,0,0,0,0,25,173
19181,"Wapello County, IA",35000,67,30,27,2,9,2,1,4,0,0,0,0,25,167
19183,"Warren County, IA",51000,72,26,28,1,18,2,0,3,0,0,0,0,22,172
19185,"Washington County, IA",22000,73,28,29,1,14,1,2,2,0,0,0,0,23,173
19187,"Wayne County, IA",6400,78,37,30,0,11,1,0,2,0,0,0,0,18,177
19189,"Webster County, IA",36000,75,27,29,1,19,0,0,3,0,0,0,0,20,174
19191,"Winnebago County, IA",10000,79,31,27,0,21,1,0,2,0,0,0,0,17,178
19193,"Winneshiek County, IA",20000,71,19,31,0,21,0,0,2,0,0,0,0,26,170
19195,"Woodbury County, IA",103000,65,26,25,1,13,7,1,6,0,0,0,0,20,164
19197,"Worth County, IA",7400,75,28,31,0,16,0,0,1,0,0,0,0,23,174
20001,"Wright County, IA",13000,72,30,29,0,13,4,0,1,0,0,0,0,21,170
20003,"Allen County, KS",12000,67,38,24,1,5,1,0,4,0,0,0,0,26,166
20005,"Anderson County, KS",7900,76,37,25,0,13,1,1,3,0,0,0,0,19,175
20007,"Atchison County, KS",16000,68,25,24,1,18,3,1,5,0,0,0,0,23,168
20009,"Barber County, KS",4400,73,37,27,1,8,1,1,4,0,0,0,0,21,173
20011,"Barton County, KS",26000,72,35,20,0,17,4,0,4,0,0,0,0,19,171
20013,"Bourbon County, KS",15000,71,39,22,1,9,1,1,4,0,0,0,0,22,170
20015,"Brown County, KS",9600,69,35,24,1,9,1,1,6,0,0,0,0,21,167
20017,"Butler County, KS",67000,70,36,23,1,11,3,0,3,0,0,0,0,21,168
20019,"Chase County, KS",2600,72,33,25,0,13,1,1,2,0,0,0,0,23,170
20021,"Chautauqua County, KS",3300,72,42,23,0,7,1,0,6,0,0,0,0,20,171
20023,"Cherokee County, KS",20000,72,39,23,1,10,1,0,4,0,0,0,0,20,170
20025,"Cheyenne County, KS",2700,80,40,28,1,12,2,0,2,0,0,0,0,13,178
20027,"Clark County, KS",2000,77,37,28,1,11,2,1,5,0,0,0,0,15,177
20029,"Clay County, KS",8000,72,36,25,1,10,1,1,5,0,0,0,0,21,172
20031,"Cloud County, KS",8800,75,33,25,1,16,2,1,3,0,0,0,0,19,175
20033,"Coffey County, KS",8200,74,31,28,0,14,1,1,4,0,0,0,0,20,173
20035,"Comanche County, KS",1700,80,34,27,0,18,2,1,2,0,0,0,0,15,179
20037,"Cowley County, KS",35000,63,39,21,2,2,3,1,6,0,0,0,0,25,162
20039,"Crawford County, KS",39000,64,31,19,1,14,1,0,5,0,0,0,0,27,162
20041,"Decatur County, KS",2800,80,43,30,1,7,2,0,3,0,0,0,0,15,181
20043,"Dickinson County, KS",18000,71,34,21,1,15,1,1,4,0,0,0,0,22,170
20045,"Doniphan County, KS",7600,73,34,29,2,10,2,0,3,0,0,0,0,20,173
20047,"Douglas County, KS",122000,43,16,18,5,8,3,1,5,1,1,1,0,39,141
20049,"Edwards County, KS",2800,69,37,24,0,8,8,0,3,0,0,0,0,17,166
20051,"Elk County, KS",2500,78,43,28,1,6,1,1,4,0,0,0,0,16,178
20053,"Ellis County, KS",29000,70,26,21,0,22,1,1,3,0,0,0,0,24,168
20055,"Ellsworth County, KS",6100,77,32,25,0,19,1,1,3,0,0,0,0,19,177
20057,"Finney County, KS",36000,40,17,13,1,9,28,1,4,0,0,0,0,16,129
20059,"Ford County, KS",34000,41,19,13,1,8,32,1,4,0,0,0,0,15,134
20061,"Franklin County, KS",26000,66,34,23,2,8,3,1,5,0,0,0,0,24,166
20063,"Geary County, KS",32000,56,24,21,8,8,7,3,6,0,0,0,0,21,154
20065,"Gove County, KS",2600,81,43,26,0,12,1,0,2,0,0,0,0,14,179
20067,"Graham County, KS",2500,73,35,25,1,13,1,0,5,0,0,0,0,19,172
20069,"Grant County, KS",7200,48,26,16,0,4,25,2,3,0,0,0,0,15,139
20071,"Gray County, KS",6000,72,31,25,1,14,5,2,3,0,0,0,0,17,170
20073,"Greeley County, KS",1200,72,40,27,1,4,9,1,2,0,0,0,0,10,166
20075,"Greenwood County, KS",6000,74,39,26,0,9,1,0,4,0,0,0,0,20,173
20077,"Hamilton County, KS",2500,60,34,18,1,6,18,2,3,0,0,0,0,15,157
20079,"Harper County, KS",5400,78,38,27,0,12,1,1,3,0,0,0,0,17,177
20081,"Harvey County, KS",34000,64,31,22,1,10,6,1,2,0,0,0,0,25,162
20083,"Haskell County, KS",4000,56,27,16,1,12,17,1,4,0,0,0,0,18,152
20085,"Hodgeman County, KS",1800,76,37,29,1,10,3,0,3,0,0,0,0,16,175
20087,"Jackson County, KS",13000,66,28,25,1,12,1,1,6,0,0,0,0,25,165
20089,"Jefferson County, KS",19000,65,30,27,1,8,1,0,4,0,0,0,0,28,164
20091,"Jewell County, KS",2900,79,45,28,0,5,1,1,3,0,0,0,0,16,178
20093,"Johnson County, KS",602000,59,20,23,2,15,5,1,4,1,1,1,1,24,157
20095,"Kearny County, KS",3800,61,34,20,2,5,16,2,2,0,0,0,0,16,158
20097,"Kingman County, KS",7200,73,35,25,0,13,1,0,3,0,0,0,0,21,171
20099,"Kiowa County, KS",2500,77,44,26,1,6,2,1,3,0,0,0,0,17,177
20101,"Labette County, KS",20000,62,30,22,3,9,2,1,6,0,0,0,0,26,161
20103,"Lane County, KS",1500,77,44,28,1,5,2,0,2,0,0,0,1,16,176
20105,"Leavenworth County, KS",82000,61,20,17,4,21,1,3,6,0,0,0,0,26,159
20107,"Lincoln County, KS",3000,76,33,27,0,16,1,0,3,0,0,0,0,19,175
20109,"Linn County, KS",9700,74,39,28,1,7,1,0,4,0,0,0,0,20,174
20111,"Logan County, KS",2800,79,38,27,0,14,2,0,3,0,0,0,0,14,177
20113,"Lyon County, KS",33000,55,22,21,1,11,9,1,5,0,0,0,0,27,152
20115,"McPherson County, KS",29000,77,41,24,1,11,3,1,2,0,0,0,0,16,176
20117,"Marion County, KS",12000,74,38,26,0,9,2,1,2,0,0,0,0,21,173
20119,"Marshall County, KS",9700,76,34,30,0,12,1,0,3,0,0,0,0,20,176
20121,"Meade County, KS",4000,69,37,20,0,11,8,1,4,0,0,0,0,16,166
20123,"Miami County, KS",34000,68,32,26,1,9,1,1,4,0,0,0,0,25,167
20125,"Mitchell County, KS",6000,74,38,26,1,10,1,0,3,0,0,0,0,20,173
20127,"Montgomery County, KS",32000,65,38,23,2,4,1,0,7,0,0,0,0,23,163
20129,"Morris County, KS",5600,74,37,26,0,11,2,0,2,0,0,0,0,21,173
20131,"Morton County, KS",2600,65,32,23,1,9,11,1,3,0,0,0,0,17,162
20133,"Nemaha County, KS",10000,81,32,26,0,22,1,1,2,0,0,0,0,15,180
20135,"Neosho County, KS",16000,69,37,22,1,9,2,1,6,0,0,0,0,22,169
20137,"Ness County, KS",2800,79,38,29,0,12,3,0,3,0,0,0,0,13,177
20139,"Norton County, KS",5400,78,40,29,0,9,1,0,3,0,0,0,0,16,176
20141,"Osage County, KS",16000,69,36,26,0,7,2,0,3,0,0,0,0,24,167
20143,"Osborne County, KS",3400,83,44,29,0,10,1,0,2,0,0,0,0,13,182
20145,"Ottawa County, KS",5700,76,34,25,0,16,1,1,2,0,0,0,0,20,175
20147,"Pawnee County, KS",6400,68,29,26,0,13,2,0,4,0,0,0,0,25,167
20149,"Phillips County, KS",5200,78,44,27,1,7,1,0,3,0,0,0,0,16,177
20151,"Pottawatomie County, KS",24000,72,30,21,1,20,1,1,3,0,0,0,0,20,169
20153,"Pratt County, KS",9200,68,37,23,1,7,2,1,4,0,0,0,0,23,166
20155,"Rawlins County, KS",2500,78,41,28,0,9,2,0,3,0,0,0,0,15,176
20157,"Reno County, KS",62000,67,31,22,1,13,4,1,5,0,0,0,0,22,166
20159,"Republic County, KS",4600,79,39,30,1,9,1,1,3,0,0,0,0,17,180
20161,"Rice County, KS",9500,68,32,25,2,10,3,1,4,0,0,0,0,22,167
20163,"Riley County, KS",74000,51,20,18,2,13,3,0,6,0,0,1,0,34,148
20165,"Rooks County, KS",4900,80,38,28,1,14,1,0,4,0,0,0,0,13,179
20167,"Rush County, KS",3000,76,38,27,1,11,2,0,3,0,0,0,0,19,177
20169,"Russell County, KS",6900,72,40,22,1,10,1,0,4,0,0,0,0,21,171
20171,"Saline County, KS",54000,65,30,21,2,13,3,1,5,0,0,0,0,24,164
20173,"Scott County, KS",4800,68,38,26,0,4,9,0,3,0,0,0,0,16,164
20175,"Sedgwick County, KS",516000,56,23,17,6,14,6,2,7,0,0,0,0,22,153
20177,"Seward County, KS",21000,32,15,10,1,6,39,1,4,0,0,0,0,13,121
20179,"Shawnee County, KS",177000,58,23,21,5,13,5,1,6,0,0,0,0,22,154
20181,"Sheridan County, KS",2500,80,41,29,1,10,2,0,3,0,0,0,0,14,180
20183,"Sherman County, KS",5900,73,37,26,1,8,5,2,4,0,0,0,0,16,172
20185,"Smith County, KS",3600,79,40,27,0,12,1,0,3,0,0,0,0,16,178
20187,"Stafford County, KS",4200,74,39,28,1,7,4,0,2,0,0,0,0,18,173
