FIPS-Code,Name,Population,All white Christians,White evangelical Protestant,White mainline Protestant,Black Protestant,White Catholic,Hispanic Catholic,Mormon,Other Christian,Jewish,Muslim,Buddhist,Hindu,Unaffiliated,Total
30095,"Silver Bow County, MT",35000,64,16,20,0,27,0,1,2,0,0,1,0,33,164
30097,"Stillwater County, MT",9600,68,26,24,0,16,0,2,2,0,0,0,0,29,167
30099,"Sweet Grass County, MT",3700,70,25,26,0,17,0,2,2,0,0,0,0,27,169
30101,"Teton County, MT",6100,68,26,24,0,15,0,3,2,0,0,0,0,28,166
30103,"Toole County, MT",4700,61,25,20,0,15,0,1,5,0,0,0,0,33,160
30105,"Treasure County, MT",700,71,30,28,0,11,0,2,2,0,0,0,0,27,171
30107,"Valley County, MT",7400,63,28,26,0,8,0,1,6,0,0,0,0,31,163
30109,"Wheatland County, MT",2100,65,29,24,0,9,0,3,4,0,0,0,0,30,164
30111,"Wibaux County, MT",1000,77,35,29,1,12,0,1,1,0,0,0,0,21,177
31001,"Yellowstone County, MT",161000,65,26,21,0,11,2,7,5,0,0,1,0,27,165
31003,"Adams County, NE",31000,69,26,27,0,15,3,1,3,0,0,0,0,22,166
31005,"Antelope County, NE",6300,82,32,31,0,19,1,0,2,0,0,0,0,15,182
31007,"Arthur County, NE",500,82,43,31,0,8,1,0,3,0,0,0,0,13,181
31009,"Banner County, NE",700,76,42,31,0,2,1,1,4,0,1,0,1,17,176
31011,"Blaine County, NE",500,79,42,28,0,9,0,0,3,0,1,0,0,17,179
31013,"Boone County, NE",5200,83,27,31,0,25,1,0,2,0,0,0,0,14,183
31015,"Box Butte County, NE",11000,71,24,26,0,21,3,0,5,0,0,0,0,20,170
31017,"Boyd County, NE",1900,81,38,34,0,9,1,0,3,0,1,0,0,14,181
31019,"Brown County, NE",3000,79,42,31,0,6,1,0,3,0,0,0,0,15,177
31021,"Buffalo County, NE",50000,70,28,29,1,11,4,2,4,0,0,0,0,20,169
31023,"Burt County, NE",6500,76,29,31,0,15,2,1,3,0,0,0,0,19,176
31025,"Butler County, NE",8000,76,25,29,1,22,2,0,5,0,0,0,0,17,177
31027,"Cass County, NE",26000,69,21,26,0,20,2,2,4,0,0,0,0,24,168
31029,"Cedar County, NE",8400,84,25,28,0,30,1,1,1,0,0,0,0,13,183
31031,"Chase County, NE",3900,81,39,29,0,13,2,0,2,0,0,0,0,13,179
31033,"Cherry County, NE",5700,80,37,34,0,9,1,0,5,0,0,0,0,14,180
31035,"Cheyenne County, NE",8900,72,32,27,1,12,3,1,4,0,0,0,0,19,171
31037,"Clay County, NE",6200,78,39,28,0,11,2,0,3,0,0,0,0,17,178
31039,"Colfax County, NE",11000,54,17,15,0,21,25,1,3,0,0,0,0,12,148
31041,"Cuming County, NE",8800,75,30,33,0,12,3,0,2,0,0,0,0,18,173
31043,"Custer County, NE",11000,81,38,28,1,15,1,0,2,0,0,0,0,15,181
31045,"Dakota County, NE",20000,49,14,19,1,15,22,1,5,0,0,0,0,17,143
31047,"Dawes County, NE",8600,67,28,29,0,10,1,0,4,0,0,0,0,25,164
31049,"Dawson County, NE",24000,60,23,23,1,13,15,1,4,0,0,0,0,18,158
31051,"Deuel County, NE",1800,77,36,30,0,11,3,0,4,0,0,0,0,16,177
31053,"Dixon County, NE",5600,76,33,27,0,15,3,1,3,0,0,0,0,17,175
31055,"Dodge County, NE",37000,67,23,24,0,19,5,1,3,0,0,0,0,21,163
31057,"Douglas County, NE",571000,51,11,18,5,21,8,1,5,1,1,1,1,26,150
31059,"Dundy County, NE",1700,78,34,28,0,15,4,1,2,0,0,0,0,14,176
31061,"Fillmore County, NE",5500,76,24,29,0,23,1,0,2,0,0,0,0,19,174
31063,"Franklin County, NE",3000,80,39,30,0,11,1,0,2,0,0,0,0,16,179
31065,"Frontier County, NE",2600,80,34,30,0,16,1,0,3,0,0,0,0,17,181
31067,"Furnas County, NE",4700,79,34,34,0,11,1,0,4,0,0,0,0,16,179
31069,"Gage County, NE",22000,80,34,30,0,16,1,0,2,0,0,0,0,17,180
31071,"Garden County, NE",1800,81,35,33,0,13,1,0,2,0,0,0,0,15,180
31073,"Garfield County, NE",2000,78,35,33,0,10,1,0,2,0,0,0,0,19,178
31075,"Gosper County, NE",2000,77,29,31,0,17,1,0,2,0,0,0,0,20,177
31077,"Grant County, NE",600,82,37,29,0,16,0,0,2,0,0,0,0,14,180
31079,"Greeley County, NE",2400,80,33,33,0,14,1,0,2,0,0,0,0,17,180
31081,"Hall County, NE",61000,55,17,21,0,16,14,1,4,1,0,0,0,22,151
31083,"Hamilton County, NE",9300,76,28,28,0,19,1,1,3,0,0,0,0,19,175
31085,"Harlan County, NE",3400,81,33,31,0,17,1,0,3,0,0,0,0,16,182
31087,"Hayes County, NE",900,82,45,30,0,7,2,0,2,0,0,0,0,13,181
31089,"Hitchcock County, NE",2800,79,31,33,0,15,1,0,2,0,0,0,0,17,178
31091,"Holt County, NE",10000,81,31,31,0,19,1,0,2,0,0,0,0,16,181
31093,"Hooker County, NE",700,78,35,35,0,8,1,0,4,0,0,0,0,15,176
31095,"Howard County, NE",6400,77,31,31,0,15,1,0,2,0,0,0,0,19,176
31097,"Jefferson County, NE",7000,74,33,30,0,11,1,0,4,0,0,0,0,20,173
31099,"Johnson County, NE",5100,67,27,30,0,9,4,1,3,0,0,0,0,25,166
31101,"Kearney County, NE",6500,78,30,29,0,18,2,1,3,0,0,0,0,16,177
31103,"Keith County, NE",8000,76,34,23,0,19,1,0,4,0,0,0,0,17,174
31105,"Keya Paha County, NE",800,80,42,36,0,2,1,0,2,0,1,0,1,14,179
31107,"Kimball County, NE",3600,72,30,30,0,11,2,1,5,0,0,0,0,18,169
31109,"Knox County, NE",8300,75,30,29,0,16,1,0,4,0,0,0,0,19,174
31111,"Lancaster County, NE",319000,55,19,24,1,11,3,1,6,1,1,1,0,29,152
31113,"Lincoln County, NE",35000,68,32,25,1,9,3,2,5,0,0,0,0,21,166
31115,"Logan County, NE",700,81,39,27,0,14,1,1,2,0,0,0,0,16,181
31117,"Loup County, NE",700,79,38,37,0,4,1,0,2,0,1,0,1,16,179
31119,"McPherson County, NE",500,81,43,34,0,4,0,0,2,0,1,0,0,14,179
31121,"Madison County, NE",35000,68,24,26,0,18,3,0,5,0,0,0,0,21,165
31123,"Merrick County, NE",7800,78,33,29,0,15,1,1,4,0,0,0,0,17,178
31125,"Morrill County, NE",4600,73,31,28,0,14,5,0,3,0,0,0,0,17,171
31127,"Nance County, NE",3500,79,33,30,0,16,1,0,2,0,0,0,0,17,178
31129,"Nemaha County, NE",7000,75,29,31,0,15,2,0,3,0,0,0,0,19,174
31131,"Nuckolls County, NE",4100,77,33,30,0,14,1,0,3,0,0,0,0,19,177
31133,"Otoe County, NE",16000,72,29,28,0,15,2,0,4,0,0,0,0,21,171
31135,"Pawnee County, NE",2600,75,35,31,0,9,1,0,5,0,0,0,0,19,175
31137,"Perkins County, NE",2900,84,31,31,0,21,1,1,2,0,0,0,0,14,185
31139,"Phelps County, NE",9000,76,32,33,0,11,1,0,2,0,0,0,0,20,175
31141,"Pierce County, NE",7100,78,35,31,0,12,1,0,2,0,0,0,0,18,177
31143,"Platte County, NE",33000,71,28,23,0,19,7,1,3,0,0,0,0,17,169
31145,"Polk County, NE",5200,77,33,29,0,15,2,0,3,0,0,0,0,18,177
31147,"Red Willow County, NE",11000,75,27,29,0,18,1,1,4,0,0,0,0,20,175
31149,"Richardson County, NE",7900,75,32,27,0,16,1,0,6,0,0,0,0,18,175
31151,"Rock County, NE",1400,82,38,38,0,6,1,0,2,0,1,0,1,13,182
31153,"Saline County, NE",14000,63,23,25,0,14,11,1,3,0,0,0,0,21,161
31155,"Sarpy County, NE",187000,62,17,22,1,20,3,3,6,1,0,1,0,25,161
31157,"Saunders County, NE",22000,70,19,25,0,26,3,0,3,0,0,0,0,24,170
31159,"Scotts Bluff County, NE",36000,62,27,21,1,13,10,1,6,0,0,0,0,17,158
31161,"Seward County, NE",17000,71,24,29,0,17,1,1,4,0,0,0,0,23,170
31163,"Sheridan County, NE",5200,73,33,30,1,10,2,0,7,0,0,0,0,17,173
31165,"Sherman County, NE",3000,80,30,34,0,16,1,0,2,0,0,0,0,16,179
31167,"Sioux County, NE",1200,81,36,35,0,10,0,0,4,0,1,0,0,13,180
31169,"Stanton County, NE",5900,77,26,28,0,22,1,1,3,0,0,0,0,19,177
31171,"Thayer County, NE",5000,79,33,32,0,14,1,0,3,0,0,0,0,17,179
31173,"Thomas County, NE",700,82,40,33,0,9,1,0,3,0,0,0,0,14,182
31175,"Thurston County, NE",7200,39,11,15,0,12,1,1,25,0,0,0,0,33,137
31177,"Valley County, NE",4200,81,39,28,0,14,1,0,2,0,0,0,0,15,180
31179,"Washington County, NE",21000,73,29,28,0,16,1,0,3,0,0,0,0,22,172
31181,"Wayne County, NE",9400,70,25,27,0,17,3,1,3,0,0,0,0,22,168
31183,"Webster County, NE",3500,76,30,32,0,14,1,0,3,0,0,0,0,19,175
31185,"Wheeler County, NE",800,77,35,31,0,11,0,0,2,0,0,0,0,21,177
32001,"York County, NE",14000,74,28,27,0,18,1,1,4,0,0,0,0,19,172
32003,"Churchill County, NV",25000,53,17,20,2,7,6,9,9,0,0,0,0,29,152
32005,"Clark County, NV",2267000,35,8,10,8,11,11,6,8,2,1,1,0,31,132
32007,"Douglas County, NV",49000,56,12,24,0,14,3,6,7,1,0,0,0,33,156
32009,"Elko County, NV",53000,58,15,17,0,17,8,9,4,0,0,0,0,28,156
32011,"Esmeralda County, NV",900,58,24,22,2,6,6,6,7,0,0,0,0,25,156
32013,"Eureka County, NV",2000,62,29,22,0,7,1,4,5,0,1,0,1,30,162
32015,"Humboldt County, NV",17000,50,16,17,1,9,6,8,7,0,0,0,0,35,149
32017,"Lander County, NV",5500,62,5,18,0,33,6,6,4,1,0,0,0,25,160
32019,"Lincoln County, NV",5200,61,23,25,2,7,3,6,5,0,0,0,0,28,160
32021,"Lyon County, NV",58000,52,19,18,0,10,4,5,8,1,0,0,0,33,150
32023,"Mineral County, NV",4500,45,12,17,1,11,3,5,16,0,0,0,0,34,144
32027,"Nye County, NV",47000,59,21,18,1,14,4,6,7,0,0,0,0,28,158
32029,"Pershing County, NV",6700,51,23,16,0,5,4,7,7,0,0,0,0,38,151
32031,"Storey County, NV",4100,59,15,22,0,16,1,6,8,1,0,0,0,30,158
32033,"Washoe County, NV",472000,39,10,15,2,11,10,3,7,1,0,1,0,38,137
32510,"White Pine County, NV",9600,56,20,16,0,12,3,8,5,0,0,0,0,34,154
33001,"Carson City, NV",56000,49,12,19,2,14,9,4,8,1,0,1,0,28,147
33003,"Belknap County, NH",61000,63,15,19,0,29,0,0,6,1,0,0,0,30,163
33005,"Carroll County, NH",49000,54,10,26,1,17,0,1,5,0,0,0,0,39,153
33007,"Cheshire County, NH",76000,56,11,24,0,21,1,0,4,0,0,0,0,37,154
33009,"Coos County, NH",32000,57,9,14,0,34,1,0,8,1,0,0,0,34,158
33011,"Grafton County, NH",90000,51,10,18,1,22,2,1,3,1,0,0,0,42,151
33013,"Hillsborough County, NH",417000,50,10,12,2,26,3,2,7,1,1,1,1,35,151
33015,"Merrimack County, NH",151000,52,9,17,1,25,3,1,4,1,1,0,0,39,153
33017,"Rockingham County, NH",310000,58,7,18,1,32,2,1,5,1,0,0,1,32,158
33019,"Strafford County, NH",131000,57,14,18,1,25,0,0,5,1,0,1,0,35,157
34001,"Sullivan County, NH",43000,57,11,22,0,23,2,1,4,1,0,0,0,36,157
34003,"Atlantic County, NJ",264000,43,8,12,11,23,7,0,6,3,2,1,1,24,141
34005,"Bergen County, NJ",932000,41,4,9,5,28,10,0,7,8,2,1,2,20,137
34007,"Burlington County, NJ",445000,45,10,11,10,24,3,0,7,3,1,1,1,25,141
34009,"Camden County, NJ",506000,41,5,10,13,25,5,1,6,4,1,1,0,25,137
34011,"Cape May County, NJ",92000,58,11,11,3,36,5,0,7,2,0,0,0,23,156
34013,"Cumberland County, NJ",150000,42,13,9,11,19,14,1,6,1,0,0,0,19,135
34015,"Essex County, NJ",799000,19,2,4,25,13,10,0,8,5,4,0,1,23,114
34017,"Gloucester County, NJ",292000,62,10,13,5,38,3,1,4,2,0,0,0,21,159
34019,"Hudson County, NJ",672000,22,2,4,8,16,18,0,8,3,4,1,5,24,115
34021,"Hunterdon County, NJ",124000,60,13,18,2,29,4,0,6,4,0,1,1,22,160
34023,"Mercer County, NJ",367000,31,5,8,12,18,10,0,6,5,2,1,2,27,127
34025,"Middlesex County, NJ",825000,37,4,7,7,25,9,1,8,4,3,1,7,21,134
34027,"Monmouth County, NJ",619000,49,4,10,6,35,7,0,5,7,1,1,1,21,147
34029,"Morris County, NJ",492000,53,6,15,3,31,5,1,6,6,2,1,2,21,152
34031,"Ocean County, NJ",607000,58,10,12,3,36,5,0,4,9,1,0,0,17,155
34033,"Passaic County, NJ",502000,28,3,5,11,19,21,1,5,4,3,1,1,20,122
34035,"Salem County, NJ",62000,53,16,18,9,19,5,0,8,1,0,0,0,23,152
34037,"Somerset County, NJ",329000,43,5,9,7,29,5,0,5,5,2,1,3,26,140
34039,"Sussex County, NJ",140000,62,13,18,1,30,4,1,3,2,0,0,0,25,159
34041,"Union County, NJ",556000,26,2,5,14,19,17,0,7,4,2,1,1,20,118
35001,"Warren County, NJ",105000,59,14,18,1,27,5,0,6,3,1,1,1,23,159
35003,"Bernalillo County, NM",679000,31,11,9,2,8,20,3,6,1,1,1,0,28,121
35005,"Catron County, NM",3500,70,36,27,0,6,4,1,1,0,0,0,0,24,169
35006,"Chaves County, NM",65000,39,21,13,1,4,27,1,3,0,0,1,0,17,127
35007,"Cibola County, NM",27000,30,15,8,0,4,13,3,17,0,0,0,0,29,119
35009,"Colfax County, NM",12000,37,17,12,0,6,23,2,3,0,0,1,0,28,129
35011,"Curry County, NM",49000,51,33,12,3,4,12,2,6,0,0,1,0,20,144
35013,"De Baca County, NM",1700,56,29,13,1,12,19,2,3,0,0,0,0,13,148
35015,"Doña Ana County, NM",218000,21,4,9,1,5,39,3,4,0,0,1,0,22,109
35017,"Eddy County, NM",58000,45,27,14,0,3,21,1,3,0,0,1,0,23,138
35019,"Grant County, NM",27000,37,15,13,0,7,18,2,3,0,0,1,0,32,128
35021,"Guadalupe County, NM",4300,19,7,6,0,4,43,2,3,0,0,0,0,22,106
35023,"Harding County, NM",600,65,25,22,1,16,13,2,4,0,1,0,0,11,160
35025,"Hidalgo County, NM",4200,37,19,13,1,3,31,2,3,0,0,1,0,15,125
35027,"Lea County, NM",71000,40,24,13,2,2,29,1,2,0,0,0,0,17,130
35028,"Lincoln County, NM",20000,54,32,17,0,4,11,1,6,0,0,1,0,21,147
35029,"Los Alamos County, NM",19000,43,8,17,1,11,6,7,4,3,0,2,1,38,141
35031,"Luna County, NM",24000,32,18,9,1,4,32,1,5,0,0,0,0,18,120
35033,"McKinley County, NM",71000,16,7,4,0,2,8,3,32,1,0,0,0,40,113
35035,"Mora County, NM",4500,17,7,5,0,4,45,1,3,0,0,1,0,19,102
35037,"Otero County, NM",67000,45,21,11,1,10,12,3,9,0,0,0,0,27,139
35039,"Quay County, NM",8300,45,23,14,2,7,22,1,4,0,0,0,0,18,136
35041,"Rio Arriba County, NM",39000,22,2,5,1,12,31,3,6,0,0,1,0,24,107
35043,"Roosevelt County, NM",19000,49,27,19,1,1,16,2,3,0,0,0,0,22,140
35045,"Sandoval County, NM",147000,38,14,12,3,10,15,2,9,0,0,1,0,27,131
35047,"San Juan County, NM",124000,45,21,12,1,7,6,5,12,1,0,0,0,30,140
35049,"San Miguel County, NM",27000,13,5,6,1,1,44,1,4,0,0,1,0,20,96
35051,"Santa Fe County, NM",150000,23,5,12,1,6,20,0,5,2,0,2,0,38,114
35053,"Sierra County, NM",11000,50,23,18,1,8,10,1,6,1,0,0,0,27,145
35055,"Socorro County, NM",17000,31,13,9,0,7,23,2,7,0,0,1,0,30,123
35057,"Taos County, NM",33000,23,6,11,0,4,28,2,5,1,0,1,0,34,115
35059,"Torrance County, NM",15000,49,27,13,1,6,16,3,3,0,0,1,0,23,142
35061,"Union County, NM",4100,49,31,14,0,3,21,1,5,0,0,0,0,21,145
36001,"Valencia County, NM",77000,33,15,11,1,5,26,2,4,0,0,1,0,22,120
36003,"Albany County, NY",306000,47,8,11,6,28,2,0,5,2,2,1,1,33,146
36005,"Allegany County, NY",46000,64,28,19,0,17,1,0,4,1,0,0,0,29,163
36007,"Bronx County, NY",1418000,7,1,2,16,4,30,0,9,2,4,0,1,21,97
36009,"Broome County, NY",190000,56,16,16,3,24,1,0,5,2,1,1,0,31,156
36011,"Cattaraugus County, NY",76000,65,21,22,0,21,1,1,5,1,0,0,0,28,165
36013,"Cayuga County, NY",77000,63,18,20,2,25,2,0,5,1,0,1,0,25,162
36015,"Chautauqua County, NY",127000,64,23,21,1,20,2,0,5,1,0,0,0,27,164
36017,"Chemung County, NY",83000,64,21,18,3,24,2,1,4,1,0,1,0,25,164
36019,"Chenango County, NY",47000,66,21,24,0,21,1,0,4,1,0,0,0,28,166
36021,"Clinton County, NY",80000,65,10,15,2,40,2,0,3,0,0,0,0,28,165
36023,"Columbia County, NY",59000,56,12,21,2,23,2,0,6,2,0,0,0,30,154
36025,"Cortland County, NY",48000,58,14,20,1,24,2,0,3,1,0,1,0,35,159
36027,"Delaware County, NY",44000,60,13,22,1,25,1,0,5,1,0,0,0,29,157
36029,"Dutchess County, NY",294000,53,7,17,6,29,5,0,5,2,1,1,1,26,153
36031,"Erie County, NY",919000,55,10,11,9,34,2,0,5,1,1,1,0,23,152
36033,"Essex County, NY",37000,66,16,20,0,30,2,0,3,1,0,0,0,28,166
36035,"Franklin County, NY",50000,61,11,14,0,35,1,1,6,1,0,0,0,30,160
36037,"Fulton County, NY",53000,61,15,20,0,26,1,0,4,2,0,1,0,30,160
36039,"Genesee County, NY",57000,62,21,20,2,21,2,0,5,0,0,0,0,28,161
36041,"Greene County, NY",47000,63,10,21,3,31,4,1,6,2,0,0,0,22,163
36043,"Hamilton County, NY",4400,73,12,25,0,36,1,0,3,2,0,0,0,21,173
36045,"Herkimer County, NY",61000,66,23,18,1,24,0,1,5,1,0,0,0,28,167
36047,"Jefferson County, NY",110000,58,19,19,1,19,2,1,7,1,0,0,0,29,156
36049,"Kings County, NY",2560000,11,1,3,17,7,12,0,10,12,4,1,1,27,106
36051,"Lewis County, NY",26000,74,22,22,0,30,0,0,3,0,0,0,0,21,172
36053,"Livingston County, NY",63000,62,12,21,0,29,2,0,5,1,0,0,0,28,160
36055,"Madison County, NY",71000,64,15,22,0,27,1,0,4,1,0,1,0,29,164
36057,"Monroe County, NY",742000,44,10,11,10,22,3,1,6,3,1,1,1,29,142
36059,"Montgomery County, NY",49000,53,14,19,2,20,5,0,7,1,0,0,0,28,149
36061,"Nassau County, NY",1357000,38,3,6,8,29,11,0,7,10,2,1,1,19,135
36063,"New York County, NY",1629000,17,2,6,9,9,14,0,8,9,3,2,1,34,114
36065,"Niagara County, NY",209000,67,16,19,4,32,1,0,4,1,0,1,0,21,166
36067,"Oneida County, NY",229000,63,13,18,3,32,2,0,6,1,1,0,0,22,161
36069,"Onondaga County, NY",461000,55,9,14,6,32,2,0,5,2,1,1,1,29,157
36071,"Ontario County, NY",110000,60,13,22,2,25,2,0,4,1,0,1,0,31,161
36073,"Orange County, NY",385000,44,6,11,8,26,8,1,7,7,1,1,0,21,141
36075,"Orleans County, NY",40000,64,23,21,3,20,2,0,6,0,0,0,0,23,162
36077,"Oswego County, NY",117000,62,16,22,0,23,1,1,3,0,0,0,0,33,161
36079,"Otsego County, NY",59000,58,19,20,1,19,0,0,4,2,0,1,0,33,157
36081,"Putnam County, NY",98000,53,3,12,1,38,7,0,5,4,0,0,0,26,149
36083,"Queens County, NY",2254000,14,1,3,13,10,19,0,11,4,5,2,4,23,109
36085,"Rensselaer County, NY",159000,56,10,14,4,32,3,0,5,2,1,1,0,29,157
36087,"Richmond County, NY",476000,42,3,5,6,34,11,0,8,6,3,0,1,21,140
36089,"Rockland County, NY",326000,34,3,6,5,24,10,1,8,18,1,1,1,20,132
36091,"St. Lawrence County, NY",108000,58,12,19,1,27,0,0,6,1,0,1,0,32,157
36093,"Saratoga County, NY",230000,63,8,17,0,37,1,1,5,2,0,1,0,26,161
36095,"Schenectady County, NY",155000,53,9,13,5,30,2,1,6,2,1,1,0,28,151
36097,"Schoharie County, NY",31000,59,15,22,1,22,2,0,5,1,0,0,0,31,158
36099,"Schuyler County, NY",18000,63,27,21,0,15,1,0,6,1,0,0,0,29,163
36101,"Seneca County, NY",34000,59,19,19,0,21,1,0,4,1,0,1,0,34,159
36103,"Steuben County, NY",95000,63,22,18,2,22,1,1,4,2,0,0,0,29,164
36105,"Suffolk County, NY",1477000,48,5,10,5,33,11,0,6,4,1,1,1,21,146
36107,"Sullivan County, NY",75000,56,12,16,3,28,4,0,5,4,0,0,0,24,152
36109,"Tioga County, NY",48000,64,23,24,2,17,1,0,5,1,0,0,0,28,165
36111,"Tompkins County, NY",102000,36,10,15,3,10,2,1,5,4,2,1,1,45,135
36113,"Ulster County, NY",178000,49,9,15,0,24,6,1,8,3,1,1,0,32,149
36115,"Warren County, NY",64000,61,12,22,0,26,2,1,4,1,0,0,0,31,160
36117,"Washington County, NY",61000,62,16,22,0,23,1,1,4,1,0,1,0,30,161
36119,"Wayne County, NY",90000,56,18,18,0,20,2,0,5,0,0,1,0,35,155
36121,"Westchester County, NY",968000,32,2,6,10,24,14,0,7,7,1,1,1,21,126
36123,"Wyoming County, NY",40000,67,22,23,2,22,0,0,4,0,0,0,0,25,165
37001,"Yates County, NY",25000,63,22,23,0,17,1,1,5,1,0,0,0,30,163
37003,"Alamance County, NC",170000,55,32,17,14,6,5,0,6,0,0,0,0,17,152
37005,"Alexander County, NC",37000,77,56,20,3,1,1,0,5,0,0,0,0,14,177
37007,"Alleghany County, NC",11000,75,54,20,1,1,2,0,3,0,0,0,0,18,174
37009,"Anson County, NC",24000,45,29,15,35,1,1,0,6,0,0,0,0,12,144
37011,"Ashe County, NC",27000,77,50,20,2,6,1,1,2,0,0,0,0,17,176
37013,"Avery County, NC",18000,77,53,19,1,5,1,0,3,0,0,0,0,17,176
37015,"Beaufort County, NC",47000,57,35,19,19,3,5,0,4,0,0,0,0,13,155
37017,"Bertie County, NC",19000,40,27,10,41,3,1,0,6,0,0,0,0,12,140
37019,"Bladen County, NC",33000,52,36,15,22,1,3,0,6,0,0,0,0,16,151
37021,"Brunswick County, NC",143000,67,28,22,6,16,2,1,7,0,0,0,0,18,167
37023,"Buncombe County, NC",261000,57,31,20,5,6,2,0,5,1,0,1,0,28,156
37025,"Burke County, NC",90000,67,48,16,3,3,4,0,5,0,0,0,0,20,166
37027,"Cabarrus County, NC",216000,57,36,12,12,8,6,1,6,0,1,0,0,15,154
37029,"Caldwell County, NC",82000,76,53,20,3,3,0,0,4,0,0,0,0,16,175
37031,"Camden County, NC",11000,63,38,20,10,4,1,1,5,0,0,0,0,20,162
37033,"Carteret County, NC",69000,68,35,18,5,15,2,0,5,0,0,0,0,18,166
37035,"Caswell County, NC",23000,56,36,17,21,3,2,0,5,0,0,0,0,14,154
37037,"Catawba County, NC",160000,65,39,20,8,5,4,1,5,0,0,0,0,17,164
37039,"Chatham County, NC",74000,53,25,20,8,8,5,0,3,1,0,1,0,27,151
37041,"Cherokee County, NC",29000,77,48,20,2,8,0,1,6,0,0,0,0,14,176
37043,"Chowan County, NC",14000,56,30,18,25,7,1,1,6,0,0,0,0,11,155
37045,"Clay County, NC",11000,74,51,20,1,2,1,1,4,0,0,0,0,19,173
37047,"Cleveland County, NC",98000,64,41,17,19,5,0,1,6,0,0,0,0,10,163
37049,"Columbus County, NC",56000,51,34,16,26,1,1,0,6,0,0,0,0,13,148
37051,"Craven County, NC",102000,62,31,21,12,9,2,1,6,0,0,0,0,17,161
37053,"Cumberland County, NC",336000,39,20,14,22,4,2,1,10,0,1,1,0,23,137
37055,"Currituck County, NC",28000,71,33,25,2,13,1,0,5,0,0,0,0,19,169
37057,"Dare County, NC",37000,63,28,24,1,11,4,0,7,0,0,0,0,24,162
37059,"Davidson County, NC",168000,65,43,19,8,3,2,0,5,0,0,0,0,18,163
37061,"Davie County, NC",43000,65,35,22,6,8,3,0,4,1,0,0,0,19,163
37063,"Duplin County, NC",59000,50,29,17,22,4,8,0,4,0,0,0,0,13,147
37065,"Durham County, NC",321000,29,12,10,26,5,7,2,6,2,2,1,1,23,126
37067,"Edgecombe County, NC",51000,33,18,12,42,3,1,0,5,0,1,0,0,15,130
37069,"Forsyth County, NC",382000,48,28,14,18,5,5,1,5,0,1,1,0,21,147
37071,"Franklin County, NC",70000,58,32,17,17,9,1,0,5,0,0,0,0,18,157
37073,"Gaston County, NC",225000,60,38,17,13,4,2,1,5,0,0,0,0,18,158
37075,"Gates County, NC",12000,53,29,17,24,7,1,0,5,0,0,0,0,16,152
37077,"Graham County, NC",8400,74,51,18,2,5,1,0,7,0,0,0,0,17,175
37079,"Granville County, NC",60000,43,22,18,26,3,3,0,9,0,0,0,0,19,143
37081,"Greene County, NC",21000,48,34,13,22,1,4,0,8,0,0,0,0,15,145
37083,"Guilford County, NC",537000,42,22,14,21,5,2,1,8,1,1,0,1,22,140
37085,"Halifax County, NC",50000,39,25,13,42,0,0,1,8,0,0,0,0,10,138
37087,"Harnett County, NC",136000,53,31,15,13,6,4,1,6,0,0,0,0,20,149
37089,"Haywood County, NC",62000,69,42,21,3,6,1,0,5,0,0,0,0,20,167
37091,"Henderson County, NC",117000,66,38,19,3,8,5,1,5,1,0,0,0,19,165
37093,"Hertford County, NC",24000,31,16,13,43,2,1,0,8,0,0,0,0,15,129
37095,"Hoke County, NC",55000,34,22,11,26,0,4,1,9,0,0,0,0,21,128
37097,"Hyde County, NC",4900,59,40,18,19,1,3,0,3,0,0,0,0,15,158
37099,"Iredell County, NC",182000,61,37,16,8,7,4,1,4,0,0,0,0,18,156
37101,"Jackson County, NC",44000,65,39,21,3,5,2,0,7,0,0,0,0,22,164
37103,"Johnston County, NC",209000,54,30,16,11,7,6,1,6,0,0,0,0,21,152
37105,"Jones County, NC",9400,57,38,17,21,2,1,0,4,0,0,0,0,15,155
37107,"Lee County, NC",62000,50,28,16,13,5,7,1,5,0,0,0,0,22,147
37109,"Lenoir County, NC",56000,47,28,14,29,3,2,2,6,0,0,0,0,16,147
37111,"Lincoln County, NC",86000,72,50,19,1,3,3,0,6,0,0,0,0,16,170
37113,"McDowell County, NC",46000,73,51,19,2,3,2,0,5,0,0,0,0,18,173
37115,"Macon County, NC",36000,73,46,21,3,6,2,0,3,0,0,0,0,19,173
37117,"Madison County, NC",22000,69,42,21,2,6,1,0,4,0,0,0,0,23,168
37119,"Martin County, NC",22000,50,33,15,29,2,1,0,4,0,0,0,0,14,148
37121,"Mecklenburg County, NC",1110000,36,14,13,20,8,6,1,6,1,2,0,1,24,132
37123,"Mitchell County, NC",15000,75,48,25,2,2,2,0,4,0,0,0,0,14,172
37125,"Montgomery County, NC",27000,58,38,15,11,5,6,0,3,0,0,0,0,20,156
37127,"Moore County, NC",101000,65,29,21,7,13,2,2,7,1,0,0,0,17,164
37129,"Nash County, NC",94000,47,29,15,26,3,2,0,5,0,0,0,0,18,145
37131,"New Hanover County, NC",234000,56,26,20,9,9,2,1,7,0,1,1,0,23,155
37133,"Northampton County, NC",19000,38,20,13,42,5,0,0,7,0,0,0,0,12,137
37135,"Onslow County, NC",198000,57,29,19,8,7,2,2,7,0,0,0,0,23,154
37137,"Orange County, NC",148000,44,15,18,8,10,6,1,6,3,1,1,1,29,143
